ItemNumber,Giro,Genero,Articulo,Material_o_Especificaciones,Attr_o_Gauge,Medida,MedidaAd,Color,Distribuidora,Empaque,Precio,MinOrder,TermEntrega,TermPago,CodSinDist,CodConDist
6355,3,11,Abrasaderas,ABRASADERA MANGA (5),AB-32,2 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4931,3,11,Abrasaderas,ABRASADERA MANGA,AB-40,3,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6393,3,11,Abrasaderas,ABRASADERA MANGA (5),AB-56,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6394,3,11,Abrasaderas,ABRASADERA MANGA (5),AB-88,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6303,3,11,Abrasaderas,ABRASADERA MANGA,M-24 AB,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
30,3,1,Aceite,ACEITE 3-1,10035,3 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
66,3,5,Aceite,ACEITE LAMPARA,,20 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4906,3,5,Aceite,ACEITE LAMPARA,COLORES,32 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3478,3,5,Aceite,ACEITE LUBRICANTE GR,LM-1,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1350,3,5,Aceite,ACEITE WD-40,52008,8 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
32,3,5,Aceite,ACEITE WD-40,52028,9.6 OZ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1352,3,5,Aceitera,ACEITERA 10 OZ,14872,ACEF-300,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
10,3,11,Sistema ACS,ACS BANO LUJO,CROMO,VENUS,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
9,3,11,Sistema ACS,ACS BANO METAL TW,2CCS006,5 PCS,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
25,3,11,Sistema ACS,ACS BANO PLAST TW,P1116P,5 PCS,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1328,3,11,AD,AD DISCO PULIR 5/8 D,10542,ADT275/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1327,3,11,AD,AD DISCO PULIR 5/8 F,10540,ADC5/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5655,3,11,AD,AD H MANGA 1/4 PRES,19088,TIPE6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5030,3,11,AD,AD MANGA BRCE HEM-MA,12708,03/04/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5040,3,11,AD,AD MANGA BRCE HEM-MA,12706,05/08/21,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1806,3,11,Manga,AD MANGA HEMBRA,01F,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1805,3,11,Manga,AD MANGA HEMBRA,05F,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
271,3,11,Manga,AD MANGA HEMBRA BR,12700,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1154,3,11,Manga,AD MANGA HEMBRA BR,CF-5/8B,5/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
108,3,11,Manga,AD MANGA HEMBRA SURT,130377,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
109,3,11,Manga,AD MANGA HEMBRA SURT,130380,5/8-3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
111,3,11,Manga,AD MANGA HEMBRA TW,R817A,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4393,3,11,Manga,AD MANGA HEMBRA TW,R817C,5/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1804,3,11,Manga,AD MANGA MACHO,01M,3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1803,3,11,Manga,AD MANGA MACHO,O5M,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
317,3,11,Manga,AD MANGA MACHO BR,12702,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5031,3,11,Manga,AD MANGA MACHO BR,CM-5/8B,5/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
110,3,11,Manga,AD MANGA MACHO SURTE,130376,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
148,3,11,Manga,AD MANGA MACHO SURTE,130379,5/8-3/4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
112,3,11,Manga,AD MANGA MACHO TW,R816A,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4392,3,11,Manga,AD MANGA MACHO TW,R816C,5/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1322,3,11,Motor,AD MOTOR,410-C,1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1323,3,11,Motor,AD MOTOR,411-c,5/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3489,3,11,Aereator,AEREATOR MESCLADORA,R111P,HEMBRA,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
8000,3,5,Ajuste,AJUSTE,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
50,3,7,Alambre,ALAMBRE GALV,12/2 LB,.50 QQ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
56,3,7,Alambre,ALAMBRE GALV,12/5 LB,QQ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
19,3,7,Alambre,ALAMBRE GALV,16,2LB,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
20,3,7,Alambre,ALAMBRE GALV,16,5LB,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
29,3,7,Alambre,ALAMBRE GALV CAJA,16/2 LB,40 LB/CJ,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1177,3,7,Alambre,ALAMBRE GATA 2LB,40LB/CJ,4.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1180,3,7,Alambre,ALAMBRE GATA 4 1/2,,5000 AM,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1178,3,7,Alambre,ALAMBRE GATA 5LB,20LB/BAG,4.5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
11,3,7,Alambre,ALAMBRE MACHETE,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
51,3,7,Alambre,ALAMBRE QUEMADO,,20R-3LB,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
59,3,7,Aldaba,ALDABA,CD,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
60,3,7,Aldaba,ALDABA,CD,3,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
63,3,7,Aldaba,ALDABA,CD,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
7,3,1,Alicate,ALICATE C/AZULEJOS,,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5338,3,1,Alicate,ALICATE ELECT FOY,142042,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4257,3,1,Alicate,ALICATE ELECT FOYD,142043,9,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5270,3,1,Alicate,ALICATE ELECT MEX,WF0829,9,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
24,3,1,Alicate,ALICATE ELECT SURTEK,967V,7,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3990,3,1,Alicate,ALICATE ELECT TRUPER,17303,7,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1846,3,1,Alicate,ALICATE ELECT TRUPER,17304,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3975,3,1,Alicate,ALICATE ELECT TRUPER,17305,9,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3991,3,1,Alicate,ALICATE ELECT TRUPER,17306,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5277,3,1,Alicate,ALICATE ELECT TRUPER,17308,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
3992,3,1,Alicate,ALICATE ELECT TRUPER,17328,9,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1848,3,1,Alicate,ALICATE ELECT TRUPER,17330,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
18,3,1,Alicate,ALICATE JAULA,TW,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
23,3,1,Alicate,ALICATE JAULA HD,ESQUINA,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
21,3,1,Alicate,ALICATE JAULA HD,TW,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
214,3,1,Alicate,ALICATE MEC TOLSEN,10311,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
215,3,1,Alicate,ALICATE MEC TOLSEN,10313,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5274,3,1,Alicate,ALICATE MECANICO,TW,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5,3,1,Alicate,ALICATE MECANICO,TW,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5653,3,1,Alicate,ALICATE MECANICO 10,17302,PCH10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5281,3,1,Alicate,ALICATE MECANICO 6,17300,PCH6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5283,3,1,Alicate,ALICATE MECANICO 8,17301,PCH8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5275,3,1,Alicate,ALICATE MECANICO FOY,PM10,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
213,3,1,Alicate,ALICATE P/LORO,17350,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
199,3,1,Alicate,ALICATE P/LORO,PEX-10,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
200,3,1,Alicate,ALICATE P/LORO,PEX-12,12,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
44,3,1,Alicate,ALICATE PELAR CABLE,17356,PECA6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
48,3,1,Alicate,ALICATE PELAR CABLE,17376,AUTOMATI,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
45,3,1,Alicate,ALICATE PELAR CABLE,SURTEK,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6,3,1,Alicate,ALICATE PLOMERO 8,13065,PCH8X,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1978,3,1,Alicate,ALICATE PREION 8 TE,17425,PPP8R,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1921,3,1,Alicate,ALICATE PRESION,17419,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1923,3,1,Alicate,ALICATE PRESION,17420,5,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1926,3,1,Alicate,ALICATE PRESION,17421,7,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1927,3,1,Alicate,ALICATE PRESION,17423,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1961,3,1,Alicate,ALICATE PRESION,17427,11,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1928,3,1,Alicate,ALICATE PRESION,17429,11,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1929,3,1,Alicate,ALICATE PRESION,17429,12,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5063,3,1,Alicate,ALICATE PRESION,84-368,7,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1885,3,1,Alicate,ALICATE PRESION,84-369,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1847,3,1,Alicate,ALICATE PRESION,PPT-10R,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1870,3,1,Alicate,ALICATE PRESION,PPT-7R,7,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5210,3,1,Alicate,ALICATE PRESION 2 PC,17447,DUOPPT,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5217,3,1,Alicate,ALICATE PRESION 3 PC,115085,SURTEK,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5219,3,1,Alicate,ALICATE PRESION C/MA,115095,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5234,3,1,Alicate,ALICATE PRESION CURV,115082,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5065,3,1,Alicate,ALICATE PRESION LARG,17432,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5067,3,1,Alicate,ALICATE PRESION LARG,17433,9,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5068,3,1,Alicate,ALICATE PRESION LARG,17434,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5221,3,1,Alicate,ALICATE PRESION RECT,115096,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5222,3,1,Alicate,ALICATE PRESION SARG,115089,11,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5077,3,1,Alicate,ALICATE PRESION SARG,17467,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5078,3,1,Alicate,ALICATE PRESION SARG,17468,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5079,3,1,Alicate,ALICATE PRESION SARG,17469,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1873,3,1,Alicate,ALICATE PRESION SOLD,115087,9 FOY,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
54,3,1,Alicate,ALICATE PRESION SURT,115082,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1890,3,1,Alicate,ALICATE PRESION T/C,17413,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1916,3,1,Alicate,ALICATE PRESION T/C,17414,9,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
1917,3,1,Alicate,ALICATE PRESION T/C,17415,18,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4815,3,5,Amarras,AMARRAS CARPAS,,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4816,3,5,Amarras,AMARRAS CARPAS,,9,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4812,3,5,Amolador,AMOLADOR CUCHILLO,15147,AFICUX,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4811,3,5,Amolador,AMOLADOR CUCHILLO,4945-14,PLAST,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4204,3,12,Anclaje,ANCLAJE MADERA (10),66L,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4194,3,12,Anclaje,ANCLAJE MADERA (25),A33,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4259,3,12,Anclaje,ANCLAJE MADERA  (50),RR,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4208,3,12,Anclaje,ANCLAJE MADERA (10),66T,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4203,3,12,Anclaje,ANCLAJE MADERA (10),A66,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4234,3,12,Anclaje,ANCLAJE MADERA (100),A34,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4253,3,12,Anclaje,ANCLAJE MADERA (100),FB24Z,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4193,3,12,Anclaje,ANCLAJE MADERA (100),GA1,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4185,3,12,Anclaje,ANCLAJE MADERA (100),H2.5A,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4258,3,12,Anclaje,ANCLAJE MADERA (100),H2.5T,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4180,3,12,Anclaje,ANCLAJE MADERA (100),LU24,2 X 4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4181,3,12,Anclaje,ANCLAJE MADERA (100),LU26,2 X 6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4190,3,12,Anclaje,ANCLAJE MADERA (100),LUS24Z,INT-EXT,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4191,3,12,Anclaje,ANCLAJE MADERA (100),LUS26Z,INT-EXT,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4192,3,12,Anclaje,ANCLAJE MADERA (100),LUS28Z,INT-EXT,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4236,3,12,Anclaje,ANCLAJE MADERA (12),RPBZ,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4209,3,12,Anclaje,ANCLAJE MADERA (200),A21Z,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4210,3,12,Anclaje,ANCLAJE MADERA (200),A23Z,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4195,3,12,Anclaje,ANCLAJE MADERA (25),A44,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4184,3,12,Anclaje,ANCLAJE MADERA (100),A35Z,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4182,3,12,Anclaje,ANCLAJE MADERA (20),ABA44Z,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4189,3,12,Anclaje,ANCLAJE MADERA (50),BC40Z,INT,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6192,3,12,Anclaje,ANCLAJE MADERA (100),BC4Z,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4183,3,12,Anclaje,ANCLAJE MADERA (100),H1,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4186,3,12,Anclaje,ANCLAJE MADERA (100),H3,45/8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4187,3,12,Anclaje,ANCLAJE MADERA (100),LU28,2 X 8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
4254,3,12,Anclaje,ANCLAJE MADERA (50),RTA2Z,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2294,3,5,Angulo,ANG PERF 11/2X11/2,DX003A,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
2295,3,5,Angulo,ANG PERF 11/2X21/4,DX004A,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6181,3,5,Antorcha,ANTORCHA AMERIFLAME,HT29,,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6027,3,5,Antorcha,ANTORCHA AMERIFLAME,HT89,AUTO,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6407,3,5,Antorcha,ANTORCHA AMERIFLAME,JTH7,C/MANGA,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6488,3,5,Antorcha,ANTORCHA C/MANGA,16920,SOP200,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
6489,3,5,Antorcha,ANTORCHA TRUPER,18257,MECHPR,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5591,3,5,Anzuelo,ANZUELO PESCA 1/10,7691DT,8 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5592,3,12,Anzuelo,ANZUELO PESCA 1/10,7691DT,9 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5590,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,7,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5393,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,8,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5394,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,9,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5395,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,10,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5396,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,11,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5397,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,12,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5398,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,14,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5399,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,16,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5400,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,18,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5401,3,12,Anzuelo,ANZUELO PESCA 10/100,2330DT,20,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5422,3,12,Antorcha,ANZUELO PESCA 10/100,3407DT,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5421,3,12,Antorcha,ANZUELO PESCA 10/100,3407DT,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5410,3,12,Anzuelo,ANZUELO PESCA 10/100,3407DT,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5411,3,12,Anzuelo,ANZUELO PESCA 10/100,3407DT,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5412,3,12,Anzuelo,ANZUELO PESCA 10/100,3407SSD,1 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5413,3,12,Anzuelo,ANZUELO PESCA 10/100,3407SSD,2 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5424,3,12,Anzuelo,ANZUELO PESCA 10/100,3407SSD,3 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5425,3,12,Anzuelo,ANZUELO PESCA 10/100,3407SSD,4 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5426,3,12,Anzuelo,ANZUELO PESCA 10/100,3407SSD,5 1/2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5427,3,12,Anzuelo,ANZUELO PESCA 10/25,3561ED,1,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5428,3,12,Anzuelo,ANZUELO PESCA 10/25,3561ED,2,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5429,3,12,Anzuelo,ANZUELO PESCA 10/25,3561ED,4,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
5430,3,12,Anzuelo,ANZUELO PESCA 10/25,3561ED,6,MedidaAdicional,Color,Serafin,Empaque,Precio,MinOrder,TermEntrega,TermPago,,
